Grado,Apellido Paterno,Apellido Materno,Nombre,Nivel,Institucion de Adscripcion,Area del Conocimiento
DRA.,MERCON,sin apellido Materno,JULIANA,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,SALAZAR,MARTINEZ,BERTHA LILIA,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,RAMIREZ,MARTINELL,ALBERTO,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,VAZQUEZ,HONORATO,LUIS ARTURO,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,GARCIA,DIAZ,BERNARDO,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,BARONNET,sin apellido Materno,BRUNO JEAN JAMES,2,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,MALDONADO,GONZALEZ,ANA LUCIA,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,OCAMPO,GOMEZ,ELIZABETH,C,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,ZACARIAS,CAPISTRAN,POLIMNIA,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,FERNANDEZ,MOJICA,NOHEMI,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,CANCINO,BARFFUSON,SERGIO RENE,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,BASURTO,SANTOS,NORA MARGARITA,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,GALINDO,RODRIGUEZ,JOSE,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,SAMPIERI,CABAL,RUBEN,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,CUESTA,BORGES,ABRAHAM,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,TAMAYO,TAMAYO,JAIRO ERNESTO,C,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,LOPEZ,GONZALEZ,ROCIO,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,PULIDO,AVALOS,LIZBETH,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,ANAYA,RODRIGUEZ,ROBERTO,C,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,HERNANDEZ,ESLAVA,ARA VARSOVIA,C,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,GARCIA,RUIZ,LUIS JUVENTINO,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,AYALA,FLORES,HUBONOR,C,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,LAGUNES,DOMINGUEZ,AGUSTIN,C,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,REYNOSO,ALCANTARA,VICENTA,C,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,CUETO,ESCOBEDO,JONATHAN,C,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,ORTEGA,GUERRERO,JUAN CARLOS,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,HERNANDEZ,Y HERNANDEZ,NADIA DENISE,C,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,OTERO,ESCOBAR,ALMA DELIA,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,SUAREZ,DOMINGUEZ,JOSE LUIS,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,CASTILLO,HERNANDEZ,ESTELA,C,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,FIGUEROA,HERNANDEZ,RAFAEL,C,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,CORDOBA,DEL VALLE,RAFAEL,C,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,MENDOZA,KAPLAN,LAURA,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,VILLEGAS,MARTINEZ,VICTOR SAUL,C,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,CORTES,GUADARRAMA,MARCOS ANGEL,C,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,GRANADOS,SALINAS,LUIS FERNANDO,1,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,FLORES,GONZALEZ,RUBEN,C,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,CAMPOS,USCANGA,YOLANDA,C,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,ARIETA,BAIZABAL,VIRGINIA,C,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,LEON,MALDONADO,ALEJANDRO,C,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,MERAZ,MEZA,EMANUEL,C,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,KLEINERT,sin apellido Materno,CRISTINA VICTORIA,C,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,SANDOVAL,RIVERA,JUAN CARLOS ANTONIO,C,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,BARRALES,VILLEGAS,ADORACION,C,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,BELLO,BENAVIDES,LAURA ODILA,C,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,RUBIO,GUTIERREZ,HARMIDA,C,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,GUILLEN,RUIZ,GABRIEL,C,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,DIAZ,FRENE,JADDIEL,C,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,CRUZ,SANCHEZ,GLORIA ELENA,C,UNIVERSIDAD VERACRUZANA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,RAMIREZ,REYES,JOSE LUIS,C,UNIVERSIDAD VERACRUZANA,Área VII: INGENIERÍAS
DR.,GARCIA,RAMIREZ,PEDRO JAVIER,1,UNIVERSIDAD VERACRUZANA,Área VII: INGENIERÍAS
DR.,ACOSTA,MESA,HECTOR GABRIEL,1,UNIVERSIDAD VERACRUZANA,Área VII: INGENIERÍAS
DR.,CRUZ,RAMIREZ,NICANDRO,1,UNIVERSIDAD VERACRUZANA,Área VII: INGENIERÍAS
DR.,SOLIS,FUENTES,JULIO ALBERTO,1,UNIVERSIDAD VERACRUZANA,Área VII: INGENIERÍAS
DR.,NIEVES,MENDOZA,DEMETRIO,1,UNIVERSIDAD VERACRUZANA,Área VII: INGENIERÍAS
DR.,MEZURA,MONTES,EFREN,2,UNIVERSIDAD VERACRUZANA,Área VII: INGENIERÍAS
DR.,GARCIA,GONZALEZ,LEANDRO,1,UNIVERSIDAD VERACRUZANA,Área VII: INGENIERÍAS
DR.,HERNANDEZ,TORRES,JULIAN,1,UNIVERSIDAD VERACRUZANA,Área VII: INGENIERÍAS
DR.,MORALES,CABRERA,MIGUEL ANGEL,1,UNIVERSIDAD VERACRUZANA,Área VII: INGENIERÍAS
DR.,OROZCO,CRUZ,RICARDO,1,UNIVERSIDAD VERACRUZANA,Área VII: INGENIERÍAS
DR.,GALVAN,MARTINEZ,RICARDO,1,UNIVERSIDAD VERACRUZANA,Área VII: INGENIERÍAS
DR.,MORALES,MENDOZA,LUIS JAVIER,1,UNIVERSIDAD VERACRUZANA,Área VII: INGENIERÍAS
DRA.,BARRERA,DOMINGUEZ,MARIA CONCEPCION,1,UNIVERSIDAD VERACRUZANA,Área VII: INGENIERÍAS
DR.,BALTAZAR,ZAMORA,MIGUEL ANGEL,1,UNIVERSIDAD VERACRUZANA,Área VII: INGENIERÍAS
DR.,VAZQUEZ,NAVA,ESLI,1,UNIVERSIDAD VERACRUZANA,Área VII: INGENIERÍAS
DR.,HERRERA,MAY,AGUSTIN LEOBARDO,1,UNIVERSIDAD VERACRUZANA,Área VII: INGENIERÍAS
DR.,VIGUERAS,ZUÑIGA,MARCO OSVALDO,C,UNIVERSIDAD VERACRUZANA,Área VII: INGENIERÍAS
DRA.,MARTINEZ,LOPEZ,ANDREA GUADALUPE,1,UNIVERSIDAD VERACRUZANA,Área VII: INGENIERÍAS
DR.,TINOCO,MAGAÑA,JULIO CESAR,1,UNIVERSIDAD VERACRUZANA,Área VII: INGENIERÍAS
DR.,GONZALEZ,LEE,MARIO,1,UNIVERSIDAD VERACRUZANA,Área VII: INGENIERÍAS
DR.,LAGUNA,CAMACHO,JUAN RODRIGO,1,UNIVERSIDAD VERACRUZANA,Área VII: INGENIERÍAS
DR.,FOUCONNIER,sin apellido Materno,BENOIT AUGUSTE ROGER,1,UNIVERSIDAD VERACRUZANA,Área VII: INGENIERÍAS
DR.,HERNANDEZ,ESCOBEDO,QUETZALCOATL CRUZ,1,UNIVERSIDAD VERACRUZANA,Área VII: INGENIERÍAS
DR.,MALDONADO,BANDALA,ERICK EDGAR,1,UNIVERSIDAD VERACRUZANA,Área VII: INGENIERÍAS
DR.,COLORADO,GARRIDO,DARIO,1,UNIVERSIDAD VERACRUZANA,Área VII: INGENIERÍAS
DR.,HERNANDEZ,MARTINEZ,ELISEO,1,UNIVERSIDAD VERACRUZANA,Área VII: INGENIERÍAS
DR.,LUNA,LOZANO,PABLO SAMUEL,C,UNIVERSIDAD VERACRUZANA,Área VII: INGENIERÍAS
DR.,LOPEZ,HUERTA,FRANCISCO,1,UNIVERSIDAD VERACRUZANA,Área VII: INGENIERÍAS
DR.,VIRUES,DELGADILLO,JORGE OCTAVIO,C,UNIVERSIDAD VERACRUZANA,Área VII: INGENIERÍAS
DR.,BENAVIDES,CRUZ,ALBERTO MANUEL,1,UNIVERSIDAD VERACRUZANA,Área VII: INGENIERÍAS
DR.,VASQUEZ,SANTACRUZ,JOSE ALEJANDRO,1,UNIVERSIDAD VERACRUZANA,Área VII: INGENIERÍAS
DR.,ROMERO,LOPEZ,RABINDRANARTH,1,UNIVERSIDAD VERACRUZANA,Área VII: INGENIERÍAS
DR.,PORTILLO,VELEZ,ROGELIO DE JESUS,C,UNIVERSIDAD VERACRUZANA,Área VII: INGENIERÍAS
DR.,CASTILLO,GONZALEZ,EDUARDO,C,UNIVERSIDAD VERACRUZANA,Área VII: INGENIERÍAS
DR.,ESCALANTE,MARTINEZ,JESUS ENRIQUE,C,UNIVERSIDAD VERACRUZANA,Área VII: INGENIERÍAS
DR.,RIVERA,ARREDONDO,VICTOR MANUEL,C,UNIVERSIDAD VERACRUZANA,Área VII: INGENIERÍAS
DR.,LUNA,SANCHEZ,RAUL ALEJANDRO,C,UNIVERSIDAD VERACRUZANA,Área VII: INGENIERÍAS
DRA.,SOLIS,MALDONADO,CAROLINA,C,UNIVERSIDAD VERACRUZANA,Área VII: INGENIERÍAS
DRA.,CALDERON,RAMON,CELIA MARIA,1,UNIVERSIDAD VERACRUZANA,Área VII: INGENIERÍAS
DR.,HERNANDEZ,AGUILAR,EDUARDO,C,UNIVERSIDAD VERACRUZANA,Área VII: INGENIERÍAS
DRA.,BAEZ,RODRIGUEZ,ADRIANA,C,UNIVERSIDAD VERACRUZANA,Área VII: INGENIERÍAS
DR.,GARRIDO,MELENDEZ,JAVIER,C,UNIVERSIDAD VERACRUZANA,Área VII: INGENIERÍAS
DR.,SANTIAGO,GARCIA,JUAN DIEGO,1,UNIVERSIDAD VERACRUZANA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DR.,CABA,VINAGRE,MARIO SALVADOR,3,UNIVERSIDAD VERACRUZANA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA.,HERNANDEZ,AGUILAR,MARIA ELENA,2,UNIVERSIDAD VERACRUZANA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DR.,ZENTENO,CUEVAS,ROBERTO,2,UNIVERSIDAD VERACRUZANA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DR.,ARANDA,ABREU,GONZALO EMILIANO,2,UNIVERSIDAD VERACRUZANA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA.,CALDERON,GARCIDUEÑAS,ANA LAURA,2,UNIVERSIDAD VERACRUZANA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DR.,GARCIA,HERNANDEZ,LUIS ISAURO,1,UNIVERSIDAD VERACRUZANA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DR.,RAMOS,LIGONIO,ANGEL,1,UNIVERSIDAD VERACRUZANA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA.,ROMO,GONZALEZ DE LA PARRA,TANIA,1,UNIVERSIDAD VERACRUZANA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DR.,MNEDEZ,BOLAINA,ENRIQUE,1,UNIVERSIDAD VERACRUZANA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA.,LOPEZ,MERAZ,MARIA LEONOR,2,UNIVERSIDAD VERACRUZANA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
MED.,REMES,TROCHE,JOSE MARIA,2,UNIVERSIDAD VERACRUZANA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
MED.,ROESCH,DIETLEN,FEDERICO BERNHARDO,1,UNIVERSIDAD VERACRUZANA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DR.,MORALES,ROMERO,JAIME,1,UNIVERSIDAD VERACRUZANA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA.,SAMPIERI,RAMIREZ,CLARA LUZ,1,UNIVERSIDAD VERACRUZANA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DR.,MARTINEZ,HERRERA,DAVID ITZCOATL,1,UNIVERSIDAD VERACRUZANA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DR.,GARCIA,MONTALVO,ELIUD ALFREDO,1,UNIVERSIDAD VERACRUZANA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA.,VALENZUELA,LIMON,OLGA LIDIA,1,UNIVERSIDAD VERACRUZANA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA.,TOLEDO,CARDENAS,MARIA REBECA,1,UNIVERSIDAD VERACRUZANA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DR.,MEZA,MENCHACA,THULUZ,1,UNIVERSIDAD VERACRUZANA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA.,CAMPOS,MONDRAGON,MARTHA GABRIELA,C,UNIVERSIDAD VERACRUZANA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DR.,CERDA,CRISTERNA,BERNARDINO ISAAC,1,UNIVERSIDAD VERACRUZANA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA.,FLORES,MUÑOZ,MONICA,C,UNIVERSIDAD VERACRUZANA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DR.,ROJAS,DURAN,FAUSTO,C,UNIVERSIDAD VERACRUZANA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DR.,HERNANDEZ,CASTILLO,CARLOS ROBERTO,1,UNIVERSIDAD VERACRUZANA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
MED.,GRUBE,PAGOLA,PETER,1,UNIVERSIDAD VERACRUZANA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DR.,LOPEZ,FRANCO,OSCAR,1,UNIVERSIDAD VERACRUZANA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA.,HERRERA,COVARRUBIAS,DEISSY,C,UNIVERSIDAD VERACRUZANA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA.,MORENO,CORTES,MARIA LUISA,C,UNIVERSIDAD VERACRUZANA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA.,ROESCH,RAMOS,LAURA,C,UNIVERSIDAD VERACRUZANA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA.,CASTILLO,GODINA,ROCIO GUADALUPE,C,UNIVERSIDAD VIZCAYA DE LAS AMERICAS,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,SALDAÑA,DE FUENTES,ALBERTO,C,UNIVERSIDADE DE LISBOA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,HERNANDEZ,ORTIZ,JULIO CESAR,1,UNIVERSIDADE DE LISBOA,Área VII: INGENIERÍAS
DR.,CIGARROA,VELAZQUEZ,ORLANDO,C,UNIVERSIDADE DE SAO PAULO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,VAZQUEZ,HERNANDEZ,SERGIO DANIEL,C,UNIVERSIDADE DE SAO PAULO,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,PACHECO,LEYVA,IVETTE,C,UNIVERSIDADE DO PORTO,Área II: BIOLOGÍA Y QUÍMICA
DR.,HERNANDEZ,MONTELONGO,JESUS JACOBO,1,UNIVERSIDADE ESTADUAL DE CAMPINAS,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,MUÑOZ,GUTIERREZ,MARCO ANTONIO,C,UNIVERSIDADE ESTADUAL PAULISTA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,GIRALDI,COCCO,RODRIGO,C,UNIVERSIDADE FEDERAL DE PELOTAS,Área V: CIENCIAS SOCIALES
DR.,CIBRIAN,LLANDERAL,VICTOR DAVID,1,UNIVERSIDADE FEDERAL DE VICOSA,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,SERRANO,SOLIS,VICTOR MANUEL,C,UNIVERSIDADE FEDERAL PARAIBA,Área II: BIOLOGÍA Y QUÍMICA
DR.,GONZALEZ,HERNANDEZ,JOSE OSVALDO,1,UNIVERSITA DEGLI STUDI DI TORINO,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,GOMEZ,CASTELLANOS,JOSE RUBEN,C,UNIVERSITA DI PAVIA,Área II: BIOLOGÍA Y QUÍMICA
DR.,GONZALEZ,RIVERA,JOSE,C,UNIVERSITA DI PISA,Área VII: INGENIERÍAS
DRA.,SHEINBAUM,FRANK,TAMARA,1,UNIVERSITAT AUTONOMA DE BARCELONA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,MARTINEZ,CISNEROS,CYNTHIA SUSANA,1,UNIVERSITAT AUTONOMA DE BARCELONA,Área VII: INGENIERÍAS
DR.,VERDE,ARREGOITIA,LUIS DARCY,C,UNIVERSITAT BERN,Área II: BIOLOGÍA Y QUÍMICA
DR.,MORENO,GARCIA,PAVEL,1,UNIVERSITAT BERN,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA.,ZAVALA,CARRASCO,IVONNE,2,UNIVERSITAT BONN,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,MAGDALENO,VERDUZCO,FERNANDO,C,UNIVERSITAT BONN,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA.,CASTRO,CARRANZA,ALEJANDRA,1,UNIVERSITAT BREMEN,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,ORTIZ,AMBRIZ,ANTONIO,1,UNIVERSITAT DE BARCELONA,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,CORDOVA,PALOMERA,ALDO,1,UNIVERSITAT DE BARCELONA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA.,VAZQUEZ,GONZALEZ,MARTHA LETICIA,C,UNIVERSITAT DE BARCELONA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DR.,ALVAREZ,AMAYA,VICTOR MANUEL,1,UNIVERSITAT DES SAARLANDES,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,BERZUNZA,OJEDA,GABRIEL HERNAN,C,UNIVERSITAT GOTTINGEN,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA.,ZAYAS,LOPEZ,MARGARITA LAURA,1,UNIVERSITAT HEIDELBERG,Área II: BIOLOGÍA Y QUÍMICA
DR.,GONZALEZ,ESCAMILLA,GABRIEL,C,UNIVERSITAT MAINZ,Área II: BIOLOGÍA Y QUÍMICA
DR.,RIVERA,RODRIGUEZ,GUSTAVO RODOLFO,1,UNIVERSITAT MUNSTER,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DR.,NIEVES,SANCHEZ,JUAN CARLOS,1,UNIVERSITAT POLITECNICA DE CATALUNYA,Área VII: INGENIERÍAS
DR.,MOSSO,ARANDA,OCTAVIO CESAR,1,UNIVERSITAT POLITECNICA DE CATALUNYA,Área VII: INGENIERÍAS
DR.,CORTES,GARCIA,ULISES,3,UNIVERSITAT POLITECNICA DE CATALUNYA,Área VII: INGENIERÍAS
DRA.,SANCHEZ,ESCOBEDO,DALILA,C,UNIVERSITAT POLITECNICA DE CATALUNYA,Área VII: INGENIERÍAS
DR.,GOMEZ,SOBERON,JOSE MANUEL VICENTE,C,UNIVERSITAT POLITECNICA DE CATALUNYA,Área VII: INGENIERÍAS
DR.,ROJAS,RUEDA,DAVID,2,UNIVERSITAT POMPEU FABRA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA.,BALDERAS,VALADEZ,RUTH FABIOLA,C,UNIVERSITAT POTSDAM,Área VII: INGENIERÍAS
DR.,MENESES,TORRES,CLAUDIO,C,UNIVERSITAT ZU KIEL,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,CENDEJAS,SANTANA,GABRIEL,1,UNIVERSITE BORDEAUX 1,Área II: BIOLOGÍA Y QUÍMICA
DRA.,VELAZQUEZ,GALVAN,YENNI GUADALUPE,C,UNIVERSITE CATHOLIQUE DE LOUVAIN,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,LARA,CISNEROS,GERARDO,1,UNIVERSITE CATHOLIQUE DE LOUVAIN,Área VII: INGENIERÍAS
DR.,MARTINEZ,ANDRADE,LUIS,1,UNIVERSITE DE LOVAINA,Área V: CIENCIAS SOCIALES
DR.,AGUILAR,MORA,JOSE ALBERTO,C,UNIVERSITE DE LYON I,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,GOLIB,DZIB,JOSE FELIPE,1,UNIVERSITE DE ORLEANS,Área II: BIOLOGÍA Y QUÍMICA
DR.,ALONSO,VANTE,NICOLAS,3,UNIVERSITE DE POITIERS,Área II: BIOLOGÍA Y QUÍMICA
DR.,SALAS,MONTIEL,RAFAEL,1,UNIVERSITE DE TECHNOLOGIE DE TROYES,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA.,ALVARADO,LEYVA,CAROLINA,C,UNIVERSITE DU MAINE,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,ROMERO,TORRES,MARIO ALEJANDRO,1,UNIVERSITE DU QUEBEC,Área V: CIENCIAS SOCIALES
DRA.,MARTINEZ,MONTIEL,NANCY,C,UNIVERSITE DU SHERBROOKE,Área II: BIOLOGÍA Y QUÍMICA
DR.,QUEZADA,GARCIA,ROBERTO,C,UNIVERSITE LAVAL,Área II: BIOLOGÍA Y QUÍMICA
DRA.,MONTAÑO,MACHADO,VANESSA AURORA,C,UNIVERSITE LAVAL,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DR.,PITALUA,GARCIA,DAMIAN,1,UNIVERSITE LIBRE DE BRUXELLES,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,QUINTERO,LOZANO,HEBERTO,C,UNIVERSITE MONTREAL,Área II: BIOLOGÍA Y QUÍMICA
DR.,OCHOA,SANCHEZ,RAFAEL,1,UNIVERSITE MONTREAL,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DR.,SANCHEZ,LOPEZ,JAVIER,1,UNIVERSITE PARIS-EST CRETEIL VAL DE MARNE,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,HUBARD,ESCALERA,ALFREDO,1,UNIVERSITE PARIS-EST-MARNE-LA-VALLEE,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,OLVERA,VARGAS,HUGO,1,UNIVERSITE PAUL SABATIER TOULOUSE III,Área VII: INGENIERÍAS
DRA.,MONZALVO,LOPEZ,ANA KARLA,1,UNIVERSITE PIERRE ET MARIE CURIE,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA.,EUAN,DIAZ,EDITH CRISTINA,C,UNIVERSITEIT ANTWERPEN,Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA.,OLVERA,CARRILLO,YADIRA,1,UNIVERSITEIT GENT,Área II: BIOLOGÍA Y QUÍMICA
DRA.,MARQUEZ,QUIROZ,MARIPAZ,C,UNIVERSITEIT UTRECHT,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DR.,AGUIRRE,GUTIERREZ,JESUS,C,UNIVERSITEIT VAN AMSTERDAM,Área II: BIOLOGÍA Y QUÍMICA
DR.,FELIX,PATRON,ROBERTO SALVADOR,C,UNIVERSITEIT VAN AMSTERDAM,Área VII: INGENIERÍAS
DR.,MORA,FONZ,DAVID PERFECTO,C,UNIVERSITY COLLEGE LONDON,Área II: BIOLOGÍA Y QUÍMICA
DRA.,VELASQUEZ,ORTA,SHARON BELINDA,1,UNIVERSITY NEWCASTLE UPON TYNE,Área VII: INGENIERÍAS
